"","C14ID","Period","C14Age","C14SD","LabCode","PhaseCode","SiteID","Material","MaterialSpecies","Latitude","Longitude","optional"
"10169",19403,"LN",3960,100,"Ki 1837","MRW1","S2990","charcoal","NULL",50.3392,20.5839,TRUE
"10170",19404,"LN",4105,35,"Ki 5833","MRW1","S2990","human bone","Homo sapiens",50.3392,20.5839,TRUE
"10171",19405,"MN",4480,35,"GrN 14017","MRO","S7734","bone","NULL",52.5126,16.7015,TRUE
"10172",19406,"LN",4020,50,"Ki 6332","MRZY1","S7735","bone","NULL",52.8576,18.4949,TRUE
"10178",19412,"MN",3290,90,"Gd 2298","N9","S7739","charcoal","NULL",52.6663,18.5912,TRUE
"10179",19413,"LN",3940,50,"Ki 6895","NEDZ","S7740","NULL","NULL",50.4684,23.5704,TRUE
"10180",19414,"LN",4020,55,"Ki 6894","NEDZ","S7740","NULL","NULL",50.4684,23.5704,TRUE
"10183",19418,"MN",4470,190,"M 2321","NIEDZ","S3124","NULL","NULL",50.22,20.1,TRUE
"10184",19419,"MN",4600,190,"M 2322","NIEDZ","S3124","NULL","NULL",50.22,20.1,TRUE
"10185",19420,"MN",4640,190,"M 2323","NIEDZ","S3124","NULL","NULL",50.22,20.1,TRUE
"10186",19421,"MN",4715,100,"Bln 927","NIEDZ","S3124","NULL","NULL",50.22,20.1,TRUE
"10187",19422,"MN",5920,80,"Bln 1266","NIEMZ2","S3126","NULL","NULL",50.7195,16.836,TRUE
"10188",19423,"EN",6170,75,"Bln 1270","NIEMZ1","S3126","NULL","NULL",50.7195,16.836,TRUE
"10189",19424,"EN",6210,80,"Bln 1319","NIEMZ1","S3126","NULL","NULL",50.7195,16.836,TRUE
"10190",19425,"LN",4030,50,"Gd 5796","NIEP","S7741","NULL","NULL",49.7834,21.6106,TRUE
"10194",19429,"MN",4950,160,"Lod 225","NM6","S3152","NULL","NULL",51.08,21.16,TRUE
"10195",19430,"MN",5230,180,"Lod 292","NM6","S3152","NULL","NULL",51.08,21.16,TRUE
"10196",19431,"MN",3370,80,"Gd 2108","OZS","S7332","charcoal","NULL",50.8876,21.6665,TRUE
"10197",19432,"MN",3430,80,"Gd 2115","OZS","S7332","charcoal","NULL",50.8876,21.6665,TRUE
"10198",19433,"MN",3440,120,"Gd 2450","OZS","S7332","charcoal","NULL",50.8876,21.6665,TRUE
"10199",19434,"MN",3520,80,"Gd 2114","OZS","S7332","charcoal","NULL",50.8876,21.6665,TRUE
"10200",19435,"MN",3580,220,"Gd 2451","OZW","S7332","NULL","NULL",50.8876,21.6665,TRUE
"10201",19436,"MN",3710,120,"Gd 2449","OZS","S7332","charcoal","NULL",50.8876,21.6665,TRUE
"10202",19437,"MN",3720,120,"Gd 2448","OZW","S7332","NULL","NULL",50.8876,21.6665,TRUE
"10203",19438,"MN",3750,150,"Gd 4159","OZW","S7332","NULL","NULL",50.8876,21.6665,TRUE
"10204",19439,"MN",3760,140,"Gd 4158","OZW","S7332","NULL","NULL",50.8876,21.6665,TRUE
"10205",19440,"MN",3970,70,"Gd 2443","OZS","S7332","charcoal","NULL",50.8876,21.6665,TRUE
"10206",19441,"MN",5310,40,"GrN 10771","LO1","S7743","NULL","NULL",52.7367,18.3095,TRUE
"10207",19442,"MN",6180,100,"GrN 10770","LO1","S7743","NULL","NULL",52.7367,18.3095,TRUE
"10208",19443,"MN",5080,90,"Gd 6265","LO35","S7744","NULL","NULL",52.7367,18.3095,TRUE
"10210",19445,"MN",4320,90,"Ki 12728","LO4B","S7745","NULL","NULL",52.7367,18.3095,TRUE
"10211",19446,"MN",4380,90,"Ki 12727","LO4B","S7745","NULL","NULL",52.7367,18.3095,TRUE
"10212",19447,"MN",4450,90,"Ki 12726","LO4B","S7745","NULL","NULL",52.7367,18.3095,TRUE
"10213",19448,"EN",5025,260,"GX 2840","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10214",19449,"EN",5800,210,"M 2320","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10215",19451,"EN",6020,220,"M 1988","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10216",19452,"EN",6095,350,"GX 2839","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10217",19453,"EN",6150,210,"M 2186","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10218",19454,"EN",6300,400,"M 2011","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10219",19455,"EN",6430,75,"GrN 5384","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10220",19456,"EN",6220,40,"Poz 15979","LON8","S7746","NULL","NULL",49.9,20.7,TRUE
"10221",19457,"EN",6230,40,"Poz 15982","LON8","S7746","NULL","NULL",49.9,20.7,TRUE
"10222",19458,"EN",6340,40,"Poz 15981","LON8","S7746","NULL","NULL",49.9,20.7,TRUE
"10223",19459,"LN",3820,60,"Gd 8036","OP1B","S3199","animal bone","NULL",52.61,18.55,TRUE
"10224",19460,"MN",3890,60,"Kiev 5600","OP1","S3199","animal bone","NULL",52.61,18.55,TRUE
"10225",19462,"LN",3900,60,"Gd 8035","OP1B","S3199","animal bone","NULL",52.61,18.55,TRUE
"10226",19463,"MN",3930,60,"Ki 5598","OP1","S3199","bone","NULL",52.61,18.55,TRUE
"10227",19465,"MN",3960,45,"Ki 5139","OP1","S3199","bone","NULL",52.61,18.55,TRUE
"10228",19466,"MN",3980,80,"Gd 4686","OP1","S3199","charcoal","NULL",52.61,18.55,TRUE
"10229",19469,"MN",3990,65,"Ki 5133","OP1","S3199","bone","NULL",52.61,18.55,TRUE
"10230",19471,"MN",4040,50,"Ki 5596","OP1","S3199","bone","NULL",52.61,18.55,TRUE
"10231",19472,"MN",4160,100,"Kiev 13124","OP1","S3199","NULL","NULL",52.61,18.55,TRUE
"10232",19473,"MN",4190,60,"Gd 8034","OP1","S3199","animal bone","NULL",52.61,18.55,TRUE
"10233",19474,"LN",4200,70,"Gd 8033","OP1B","S3199","charcoal","NULL",52.61,18.55,TRUE
"10234",19475,"MN",4340,180,"Lod 20b","OP1","S3199","plant macrofossils","NULL",52.61,18.55,TRUE
"10235",19476,"MN",4360,90,"Kiev 13668","OP1","S3199","tar","NULL",52.61,18.55,TRUE
"10236",19477,"MN",4515,35,"Poz 19066","OP1","S3199","animal bone","NULL",52.61,18.55,TRUE
"10237",19478,"MN",4530,110,"Kiev 13835","OP1","S3199","NULL","NULL",52.61,18.55,TRUE
"10238",19479,"MN",4700,35,"Poz 18957","OP1","S3199","animal bone","NULL",52.61,18.55,TRUE
"10239",19480,"MN",4770,40,"Poz 17116","OP1","S3199","tar","NULL",52.61,18.55,TRUE
"10240",19481,"LN",4230,110,"Gd 4117","OP3","S7747","animal bone","NULL",52.6026,18.5638,TRUE
"10241",19482,"MN",4280,40,"Poz 15054","OP3B","S7747","bone","NULL",52.6026,18.5638,TRUE
"10242",19483,"LN",4290,120,"KN 3765","OP3","S7747","charcoal","NULL",52.6026,18.5638,TRUE
"10243",19484,"MN",4330,90,"Gd 2642","OP3B","S7747","animal bone","NULL",52.6026,18.5638,TRUE
"10244",19485,"MN",4340,180,"Lod 20a","OP3B","S7747","plant macrofossils","NULL",52.6026,18.5638,TRUE
"10246",19487,"LN",4160,70,"Ki 5597","OP32","S7748","bone","NULL",52.6026,18.5638,TRUE
"10247",19488,"MN",4400,120,"Ki 11352","OP33C","S7749","NULL","NULL",52.6026,18.5638,TRUE
"10248",19489,"LN",4405,90,"Ki 11478","OP33B","S7749","NULL","NULL",52.6026,18.5638,TRUE
"10249",19490,"MN",4480,120,"Ki 11351","OP33C","S7749","NULL","NULL",52.6026,18.5638,TRUE
"10250",19491,"MN",4490,80,"Ki 11481","OP33C","S7749","NULL","NULL",52.6026,18.5638,TRUE
"10251",19492,"MN",4520,120,"Ki 11366","OP33C","S7749","NULL","NULL",52.6026,18.5638,TRUE
"10252",19493,"MN",4590,120,"Ki 11367","OP33C","S7749","NULL","NULL",52.6026,18.5638,TRUE
"10253",19494,"MN",4590,50,"Poz 9835","OP33C","S7749","NULL","NULL",52.6026,18.5638,TRUE
"10254",19495,"MN",4810,40,"Poz 9837","OP33C","S7749","organic substance","NULL",52.6026,18.5638,TRUE
"10256",19497,"UN",6190,120,"Gd 2287","NULL","S7749","charcoal","NULL",52.6026,18.5638,TRUE
"10257",19498,"LN",4060,55,"Ki 5131","OP34","S7750","bone","NULL",52.6026,18.5638,TRUE
"10258",19499,"LN",4250,45,"Ki 5138","OP34","S7750","bone","NULL",52.6026,18.5638,TRUE
"10259",19500,"LN",4860,60,"Gd 416c","OP34","S7750","NULL","NULL",52.6026,18.5638,TRUE
"10260",19501,"LN",3870,60,"Ki 5593","OP35","S7751","bone","NULL",52.6026,18.5638,TRUE
"10261",19502,"LN",3890,50,"Ki 5922","OP35","S7751","bone","NULL",52.6026,18.5638,TRUE
"10263",19504,"LN",4130,65,"Ki 5594","OP35","S7751","bone","NULL",52.6026,18.5638,TRUE
"10264",19505,"LN",3850,50,"Gd 8037","OP36","S7752","animal bone","NULL",52.6026,18.5638,TRUE
"10265",19506,"LN",3920,60,"Ki 5137","OP36","S7752","animal bone","NULL",52.6026,18.5638,TRUE
"10266",19507,"LN",4010,100,"Ki 6438","OP36","S7752","bone","NULL",52.6026,18.5638,TRUE
"10267",19508,"LN",4010,100,"Gd 6438","OP36","S7752","animal bone","NULL",52.6026,18.5638,TRUE
"10268",19509,"LN",4180,70,"Ki 5136","OP36","S7752","animal bone","NULL",52.6026,18.5638,TRUE
"10269",19510,"LN",4350,120,"Gd 6522b","OP36","S7752","animal bone","NULL",52.6026,18.5638,TRUE
"10270",19511,"LN",4350,20,"Gd 6522a","OP36","S7752","animal bone","NULL",52.6026,18.5638,TRUE
"10271",19512,"MN",4130,40,"Poz 15502","OP42","S7753","NULL","NULL",52.6026,18.5638,TRUE
"10272",19513,"MN",4240,40,"Poz 17483","OP42","S7753","NULL","NULL",52.6026,18.5638,TRUE
"10273",19514,"MN",4310,80,"Kiev 13238","OP42","S7753","NULL","NULL",52.6026,18.5638,TRUE
"10274",19515,"MN",4380,80,"Kiev 13237","OP42","S7753","NULL","NULL",52.6026,18.5638,TRUE
"10275",19516,"MN",4460,80,"Gd 2764","OP42","S7753","charcoal","NULL",52.6026,18.5638,TRUE
"10276",19517,"MN",4540,35,"Poz 11040","OP42","S7753","tar","NULL",52.6026,18.5638,TRUE
"10277",19518,"LN",4010,30,"Ki 5434","LOP","S7754","bone","NULL",51.0589,23.0854,TRUE
"10278",19519,"MN",3930,60,"Gd 1606","NULL","S7755","charcoal","NULL",54.6667,18.4667,TRUE
"10279",19520,"MN",3940,60,"Gd 1607","NULL","S7756","charcoal","NULL",54.6667,18.4667,TRUE
"10280",19521,"MN",3680,70,"Gd 3067","NULL","S7757","charcoal","NULL",54.6667,18.4667,TRUE
"10281",19522,"MN",3910,70,"Gd 1752","NULL","S7757","charcoal","NULL",54.6667,18.4667,TRUE
"10282",19523,"MN",5250,140,"Lod 453","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10283",19524,"MN",5250,120,"Lod 536","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10284",19525,"MN",5270,140,"Lod 418","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10285",19526,"MN",5280,60,"Lod 987","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10286",19527,"MN",5300,130,"Lod 427","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10287",19528,"MN",5300,60,"Lod 1003","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10288",19529,"MN",5310,130,"Lod 425","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10289",19530,"MN",5310,120,"Lod 540","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10290",19531,"MN",5310,120,"Lod 538","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10291",19532,"MN",5310,120,"Lod 535","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10292",19533,"MN",5320,140,"Lod 456","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10293",19534,"MN",5320,140,"Lod 424","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10294",19535,"MN",5330,130,"Lod 539","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10295",19536,"MN",5330,120,"Lod 429","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10296",19537,"MN",5360,160,"Lod 455","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10297",19538,"MN",5370,150,"Lod 454","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10298",19539,"MN",5380,130,"Lod 423","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10299",19540,"MN",5400,150,"Lod 433","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10300",19541,"MN",5410,150,"Lod 457","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10301",19542,"MN",5420,140,"Lod 426","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10302",19543,"MN",5450,60,"Lod 1002","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10303",19544,"MN",5480,150,"Lod 420","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10304",19545,"MN",5480,60,"Lod 993","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10305",19546,"MN",5510,130,"Lod 434","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10306",19547,"MN",5560,150,"Lod 458","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10307",19548,"MN",5570,150,"Lod 435","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10308",19549,"MN",5580,60,"Lod 995","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10309",19550,"MN",5600,130,"Lod 428","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10310",19551,"MN",5610,60,"Lod 999","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10311",19552,"MN",5690,140,"Lod 419","OS1","S7758","NULL","NULL",52.6086,18.8143,TRUE
"10312",19553,"MN",3590,40,"Gd 1673","PALZ","S7759","charcoal","NULL",50.2909,20.3032,TRUE
"10313",19554,"MN",4270,90,"Ki 12732","PAP6B","S7760","NULL","NULL",52.7,18.4833,TRUE
"10314",19555,"MN",4280,90,"Ki 12730","PAP6B","S7760","NULL","NULL",52.7,18.4833,TRUE
"10315",19556,"MN",4330,90,"Ki 12731","PAP6B","S7760","NULL","NULL",52.7,18.4833,TRUE
"10317",19558,"MN",4570,55,"Ki 4115","PARC","S7762","NULL","NULL",51.377,21.993,TRUE
"10319",19560,"LN",3830,35,"Poz 34734","PEL","S7764","human bone","Homo sapiens",50.3656,20.5464,TRUE
"10321",19562,"LN",4230,40,"Ki 6232","PIEK1C","S7765","NULL","NULL",52.6787,18.4027,TRUE
"10322",19563,"MN",4290,25,"Ki 5686","PIEK1","S7765","bone","NULL",52.6787,18.4027,TRUE
"10323",19565,"MN",4300,110,"Ki 13240","PIEK1","S7765","NULL","NULL",52.6787,18.4027,TRUE
"10324",19566,"LN",4105,40,"Ki 6513","PIEK8","S7766","bone","NULL",52.6787,18.4027,TRUE
"10325",19567,"LN",4230,25,"Ki 5680","PIEK8","S7766","NULL","NULL",52.6787,18.4027,TRUE
"10326",19568,"LN",4270,30,"Ki 5681","PIEK8","S7766","NULL","NULL",52.6787,18.4027,TRUE
"10327",19569,"MN",4950,60,"GrN 13354","PIK","S7767","NULL","NULL",52.6223,18.9534,TRUE
"10328",19570,"LN",3760,60,"Bln 2598","POGJ2","S7629","charcoal","NULL",52.85,18.62,TRUE
"10329",19571,"LN",3800,60,"Bln 2299","POGJ2","S7629","charcoal","NULL",52.85,18.62,TRUE
"10330",19572,"MN",3840,70,"Gd 1684b","POGJ","S7629","charcoal","NULL",52.85,18.62,TRUE
"10386",19629,"UN",4340,100,"Gd 2876","PRSA1","S7770","NULL","NULL",53.317,15.767,TRUE
"10387",19631,"MN",5190,140,"Gd 4454","R18","S7771","NULL","NULL",52.057,16.708,TRUE
"10388",19632,"MN",5220,90,"Gd 2729","R18","S7771","NULL","NULL",52.057,16.708,TRUE
"10389",19633,"MN",5380,80,"Gd 2726","R18","S7771","NULL","NULL",52.057,16.708,TRUE
"10390",19634,"MN",5720,100,"Gd 6122","R18","S7771","NULL","NULL",52.057,16.708,TRUE
"10392",19636,"MN",4710,40,"GrN 5045","RAD2","S3420","plant macrofossils","NULL",52.63,18.53,TRUE
"10393",19637,"MN",4860,200,"M 1846","RAD2","S3420","NULL","NULL",52.63,18.53,TRUE
"10394",19638,"LN",4290,90,"Gd 10397","SRDN","S7773","NULL","NULL",49.8302,22.5712,TRUE
"10395",19639,"LN",4390,100,"Gd 10402","SRDN","S7773","NULL","NULL",49.8302,22.5712,TRUE
"10396",19640,"MN",4350,80,"Gd 4163","SR8","S7774","bone","NULL",52.0833,17.0333,TRUE
"10397",19641,"MN",5080,40,"Ki 6506","RZY2","S7775","NULL","NULL",52.706,18.294,TRUE
"10413",19657,"LN",4150,40,"Ki 6233","RZA","S7779","bone","NULL",52.6721,18.1182,TRUE
"10414",19658,"LN",3830,50,"Ki 7921","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10415",19659,"LN",3850,50,"Ki 7927","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10416",19660,"LN",3850,50,"Ki 7923","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10417",19661,"LN",3870,60,"Ki 7928","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10418",19662,"LN",3870,60,"Ki 7922","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10419",19663,"LN",3885,50,"Ki 7925","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10420",19664,"LN",3920,60,"Ki 7929","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10421",19665,"LN",3940,50,"Ki 7924","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10422",19666,"LN",3990,60,"Ki 7926","SAM2","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10423",19667,"LN",4080,50,"Ki 7930","SAM1","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10424",19668,"LN",4160,50,"Ki 7931","SAM1","S7780","NULL","NULL",50.6445,21.6457,TRUE
"10425",19669,"EN",6120,50,"Poz 19927","SAM3","S7780","human bone","Homo sapiens",50.6445,21.6457,TRUE
"10426",19670,"EN",6130,40,"Poz 18923","SAM3","S7780","bone","NULL",50.6445,21.6457,TRUE
"10427",19671,"EN",6260,40,"Poz 19964","SAM3","S7780","bone","NULL",50.6445,21.6457,TRUE
"10428",19672,"EN",6300,40,"Poz 18921","SAM3","S7780","bone","NULL",50.6445,21.6457,TRUE
"10434",19678,"LN",3790,40,"Ki 6153","SADZ","S7781","human bone","Homo sapiens",50.6767,21.7493,TRUE
"10435",19679,"LN",4370,70,"Gd 2452","SADZ78","S7782","charcoal","NULL",50.6767,21.7493,TRUE
"10436",19680,"EN",5030,50,"Gd 1944","SZK","S7783","NULL","NULL",50.7001,21.7519,TRUE
"10437",19681,"LN",4390,100,"Gd 6094","SSR","S7784","charcoal","NULL",50.677,21.73,TRUE
"10438",19682,"LN",3770,70,"Gd 2041","WZGO1","S6079","charcoal","NULL",50.6821,21.7542,TRUE
"10439",19683,"MN",5090,100,"Gd 2040","WZGO","S6079","charcoal","NULL",50.6821,21.7542,TRUE
"10440",19684,"MN",5110,140,"Gd 984","SZFB","S7785","charcoal","NULL",50.802,21.426,TRUE
"10441",19687,"MN",4620,70,"Ki 5072","SLW","S7786","human bone","Homo sapiens",52.6565,18.2007,TRUE
"10442",19688,"MN",4790,80,"Ki 5071","SLW","S7786","human bone","Homo sapiens",52.6565,18.2007,TRUE
"10443",19689,"MN",3340,90,"Gd 2165","SICN","S7787","charcoal","NULL",51.75,16.5333,TRUE
"10444",19690,"MN",3460,70,"Gd 2164","SICN","S7787","charcoal","NULL",51.75,16.5333,TRUE
"10445",19691,"MN",3610,80,"Gd 2111","SICN","S7787","charcoal","NULL",51.75,16.5333,TRUE
"10446",19692,"MN",3620,60,"Gd 1166","SICN","S7787","charcoal","NULL",51.75,16.5333,TRUE
"10447",19693,"MN",3590,110,"Gd 388","SIED","S7788","charcoal","NULL",51.755,16.3433,TRUE
"10469",19715,"LN",3915,40,"Ki 6512","SINI3","S7789","animal bone","NULL",52.7326,18.6855,TRUE
"10470",19716,"LN",3980,45,"Ki 6511","SINI3","S7789","animal bone","NULL",52.7326,18.6855,TRUE
"10471",19717,"LN",4180,40,"Ki 5915","SINI2","S7789","bone","NULL",52.7326,18.6855,TRUE
"10472",19718,"LN",4290,40,"Ki 5909","SINI3","S7789","animal bone","NULL",52.7326,18.6855,TRUE
"10473",19719,"LN",4350,45,"Ki 5910","SINI3","S7789","animal bone","NULL",52.7326,18.6855,TRUE
"10474",19721,"LN",4220,40,"Ki 6329","SKO","S7790","NULL","NULL",53.0173,17.3223,TRUE
"10475",19722,"EN",5790,80,"Bln 1739b","SKOR","S3790","NULL","NULL",50.6833,16.9833,TRUE
"10476",19723,"EN",5730,80,"Bln 1739a","SKOR","S3790","NULL","NULL",50.6833,16.9833,TRUE
"10477",19724,"EN",6125,50,"Bln 1960","SKOR","S3790","NULL","NULL",50.6833,16.9833,TRUE
"10478",19725,"MN",2810,80,"Gd 2016","NULL","S7791","charcoal","NULL",50.2676,20.4511,TRUE
"10480",19727,"MN",4090,100,"Ki 13133","SMRG2","S7792","NULL","NULL",52.7048,18.5602,TRUE
"10481",19728,"MN",4150,100,"Ki 13132","SMRG2","S7792","NULL","NULL",52.7048,18.5602,TRUE
"10482",19729,"EN",5960,60,"Lod 1166","SM4","S4462","NULL","NULL",52.6,18.97,TRUE
"10484",19731,"LN",3885,35,"Poz 9588","SMKW","S7794","NULL","NULL",50.2837,20.0329,TRUE
"10485",19732,"LN",3905,35,"Poz 9584","SMKW","S7794","NULL","NULL",50.2837,20.0329,TRUE
"10486",19733,"LN",3950,40,"Poz 9600","SMKW","S7794","NULL","NULL",50.2837,20.0329,TRUE
"10487",19734,"LN",3865,35,"GrN 10745","SOKL","S7795","NULL","NULL",50.305,10.6011,TRUE
"10494",19741,"LN",4380,60,"Gd 4019","ST4","S7797","charcoal","NULL",53.2167,18.4333,TRUE
"10495",19742,"EN",6440,120,"Gd 5446a","ST2","S7798","charcoal","NULL",53.3167,18.5167,TRUE
"10496",19743,"EN",6440,70,"Gd 5446b","ST2","S7798","charcoal","NULL",53.3167,18.5167,TRUE
"10497",19744,"MN",4480,50,"Bln 3850","STW","S3884","charcoal","NULL",50.91,16.79,TRUE
"10498",19745,"MN",4695,60,"Bln 1794","STW","S3884","charcoal","NULL",50.91,16.79,TRUE
"10499",19746,"MN",4800,90,"Gd 6274","STW","S3884","charcoal","NULL",50.91,16.79,TRUE
"10500",19747,"MN",5730,80,"Bln 3851","STW","S3884","NULL","NULL",50.91,16.79,TRUE
"10501",19748,"EN",6037,70,"Bln 1788","STW2","S3884","NULL","NULL",50.91,16.79,TRUE
"10502",19749,"EN",6090,110,"Gd 6275","STW2","S3884","NULL","NULL",50.91,16.79,TRUE
"10503",19750,"EN",6170,80,"Bln 1271","STW2","S3884","NULL","NULL",50.91,16.79,TRUE
"10504",19751,"EN",6180,50,"Bln 1965","STW2","S3884","NULL","NULL",50.91,16.79,TRUE
"10505",19752,"EN",6205,102,"Bln 1790","STW2","S3884","NULL","NULL",50.91,16.79,TRUE
"10506",19753,"EN",6320,100,"Gd 6276","STW2","S3884","NULL","NULL",50.91,16.79,TRUE
"10507",19754,"EN",6535,110,"Bln 1789","STW2","S3884","NULL","NULL",50.91,16.79,TRUE
"10508",19755,"LN",4150,40,"Ki 5952","STRD","S7799","bone","NULL",53.0494,16.3806,TRUE
"10509",19756,"MN",4250,180,"Lod 62","SZW","S3893","NULL","NULL",50.87,21.3,TRUE
"10510",19757,"MN",4300,210,"Lod 250","SZW","S3893","NULL","NULL",50.87,21.3,TRUE
"10511",19758,"MN",4360,210,"Lod 63","SZW","S3893","NULL","NULL",50.87,21.3,TRUE
"10512",19759,"MN",4550,180,"Lod 252","SZW","S3893","NULL","NULL",50.87,21.3,TRUE
"10513",19760,"MN",4550,170,"Lod 246","SZW","S3893","NULL","NULL",50.87,21.3,TRUE
"10514",19761,"MN",4700,160,"Lod 251","SZW","S3893","NULL","NULL",50.87,21.3,TRUE
"10515",19762,"EN",6260,70,"GrN 5087","STRZ","S3894","NULL","NULL",52.4,18.06,TRUE
"10516",19763,"MN",4751,47,"Utc 8558","SK56","S7800","plant macrofossils","NULL",52.65,18.1,TRUE
"10517",19764,"MN",4950,50,"Ki 6180","SK56","S7800","animal bone","NULL",52.65,18.1,TRUE
"10518",19765,"MN",4980,50,"Utc 8559","SK56","S7800","animal bone","NULL",52.65,18.1,TRUE
"10519",19766,"MN",5020,60,"Ki 6179","SK56","S7800","animal bone","NULL",52.65,18.1,TRUE
"10520",19767,"MN",3560,110,"Gd 2153","SZRB","S7801","charcoal","NULL",50.1352,20.2533,TRUE
"10521",19768,"MN",3830,110,"Gd 2154","SZRB","S7801","charcoal","NULL",50.1352,20.2533,TRUE
"10522",19769,"LN",3840,35,"Poz 9581","SZR","S7801","NULL","NULL",50.1352,20.2533,TRUE
"10523",19770,"MN",4240,80,"Ki 7947","SZRB","S7801","NULL","NULL",50.1352,20.2533,TRUE
"10531",19778,"MN",4070,100,"Ki 13241","SZ5","S7803","NULL","NULL",52.6333,16.5836,TRUE
"10532",19779,"MN",4570,120,"Ki 11361","SZ5","S7803","NULL","NULL",52.6333,16.5836,TRUE
"10533",19780,"MN",4830,30,"GrN 23058","SZLA","S7804","wood","NULL",52.2129,17.3813,TRUE
"10534",19781,"LN",3870,100,"Ki 5311","NULL","S7805","NULL","NULL",52.95,18.1167,TRUE
"10535",19782,"LN",3950,90,"Ki 5310","NULL","S7805","NULL","NULL",52.95,18.1167,TRUE
"10536",19783,"LN",4320,90,"Ki 5312","TAR23G","S7805","NULL","NULL",52.95,18.1167,TRUE
"10537",19784,"MN",5030,50,"Ki 5884","TAR23","S7805","NULL","NULL",52.95,18.1167,TRUE
"10538",19785,"MN",5095,60,"Ki 5871","TAR23","S7805","NULL","NULL",52.95,18.1167,TRUE
"10540",19787,"MN",5150,70,"Ki 5872","TAR23","S7805","NULL","NULL",52.95,18.1167,TRUE
"10541",19788,"MN",5180,70,"Ki 5873","TAR23","S7805","NULL","NULL",52.95,18.1167,TRUE
"10543",19790,"MN",4930,60,"Ki 5885","TAR42","S7806","NULL","NULL",52.95,18.1167,TRUE
"10544",19791,"LN",4130,105,"Ki 5316","NULL","S7807","NULL","NULL",52.95,18.1167,TRUE
"10545",19792,"LN",4340,95,"Ki 5315","TAR50G","S7807","NULL","NULL",52.95,18.1167,TRUE
"10548",19795,"MN",4870,60,"Ki 5880","TAR50","S7807","NULL","NULL",52.95,18.1167,TRUE
"10549",19796,"MN",4890,60,"Ki 5881","TAR50","S7807","NULL","NULL",52.95,18.1167,TRUE
"10550",19797,"MN",4920,60,"Ki 5877","TAR50","S7807","NULL","NULL",52.95,18.1167,TRUE
"10551",19798,"MN",4950,50,"Ki 5882","TAR50","S7807","NULL","NULL",52.95,18.1167,TRUE
"10552",19799,"MN",4960,50,"Ki 5879","TAR50","S7807","NULL","NULL",52.95,18.1167,TRUE
"10556",19803,"MN",4340,70,"Gd 2297b","TOPL","S7809","charcoal","NULL",52.5,18.2333,TRUE
"10576",19823,"MN",5170,70,"GrN 14018","TRM","S7812","NULL","NULL",51.0167,16.9167,TRUE
